id_aluno,nome,curso,periodo,disciplinas_cursadas,areas_interesse
5251,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5252,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5253,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5254,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5255,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5256,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5257,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5258,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5259,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5260,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5261,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5262,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5263,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5264,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5265,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5266,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5267,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5268,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5269,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5270,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5271,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5272,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5273,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5274,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5275,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5276,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5277,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5278,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5279,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5280,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5281,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5282,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5283,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5284,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5285,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5286,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5287,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5288,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5289,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5290,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5291,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5292,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5293,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5294,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5295,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5296,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5297,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5298,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5299,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5300,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5301,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5302,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5303,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5304,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5305,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5306,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5307,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5308,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5309,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5310,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5311,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5312,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5313,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5314,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5315,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5316,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5317,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5318,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5319,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5320,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5321,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5322,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5323,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5324,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5325,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5326,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5327,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5328,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5329,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5330,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5331,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5332,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5333,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5334,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5335,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5336,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5337,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5338,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5339,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5340,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5341,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5342,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5343,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5344,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5345,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5346,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5347,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5348,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5349,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5350,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5351,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5352,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5353,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5354,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5355,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5356,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5357,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5358,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5359,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5360,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5361,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5362,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5363,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5364,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5365,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5366,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5367,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5368,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5369,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5370,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5371,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5372,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5373,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5374,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5375,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5376,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5377,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5378,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5379,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5380,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5381,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5382,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5383,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5384,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5385,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5386,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5387,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5388,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5389,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5390,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5391,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5392,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5393,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5394,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5395,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5396,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5397,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5398,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5399,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5400,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5401,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5402,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5403,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5404,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5405,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5406,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5407,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5408,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5409,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5410,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5411,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5412,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5413,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5414,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5415,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5416,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5417,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5418,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5419,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5420,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5421,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5422,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5423,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5424,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5425,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5426,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5427,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5428,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5429,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5430,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5431,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5432,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5433,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5434,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5435,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5436,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5437,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5438,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5439,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5440,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5441,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5442,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5443,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5444,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5445,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5446,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5447,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5448,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5449,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5450,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5451,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5452,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5453,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5454,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5455,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5456,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5457,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5458,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5459,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5460,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5461,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5462,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5463,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5464,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5465,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5466,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5467,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5468,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5469,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5470,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5471,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5472,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5473,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5474,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5475,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5476,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5477,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5478,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5479,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5480,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5481,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5482,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5483,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5484,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5485,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5486,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5487,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5488,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5489,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5490,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5491,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5492,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5493,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5494,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5495,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5496,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5497,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5498,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5499,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5500,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5501,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5502,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5503,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5504,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5505,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5506,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5507,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5508,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5509,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5510,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5511,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5512,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5513,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5514,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5515,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5516,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5517,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5518,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5519,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5520,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5521,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5522,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5523,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5524,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5525,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5526,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5527,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5528,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5529,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5530,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5531,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5532,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5533,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5534,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5535,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5536,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5537,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5538,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5539,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5540,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5541,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5542,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
5543,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
5544,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
5545,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
5546,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
5547,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
5548,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
5549,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
5550,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
